uid,lon,lat,damage_class,confidence,source,tile
0cbb5e97-3e87-4ba5-9ec6-87222ae291e8,-99.2281688,19.3266678,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
f9d8c749-b4ff-4750-a95b-495684b6e083,-99.2280898,19.3266806,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
6a42b452-5619-4b4c-9843-a3bd49900c42,-99.2280662,19.3265989,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
471b55d0-61ae-400a-a760-6d5f774a8981,-99.2280573,19.3265248,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
3de5e461-8956-42ba-87a7-4987c4601103,-99.2281486,19.3266185,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
3f5eb1a1-0163-440b-a22d-d66add4738dd,-99.2284121,19.3266604,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
17fc4576-85d0-4c4c-a24b-98086e898c41,-99.2283260,19.3262100,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
28e06cc8-cfce-496c-b9c6-7e60bdacaf73,-99.2277890,19.3261307,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
a7aea1be-0918-4253-876f-9682500b6c0a,-99.2276068,19.3260961,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
24821770-d9e4-4b31-beed-61318eb47879,-99.2275787,19.3260453,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
18e54a67-9d0d-4023-8637-98676f5228eb,-99.2276902,19.3259836,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
93e23e25-fb4b-4d82-b4df-c12fedb94bba,-99.2276481,19.3259092,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
e4276992-f30a-4ffb-8e4b-67602e2044ea,-99.2285009,19.3253441,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
722c5de0-5cdf-4b18-bec6-b43d4ce7e4b6,-99.2281091,19.3251838,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
f65d7b7a-3ffc-4792-9993-41f4889cbd4b,-99.2280304,19.3250374,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
ad6c5314-c105-485a-bdf5-c1ae1beb8ddb,-99.2278037,19.3252611,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
48cfb5cf-147a-419f-b699-5643c15d8542,-99.2277935,19.3250875,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
aa9fa77a-1485-4439-b6b6-35e692f18858,-99.2277784,19.3251733,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
591f55fe-6b67-4066-b7f9-4b1d9510d47f,-99.2277606,19.3249596,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
10a13c51-4a8f-48a6-80fd-426bbdd07031,-99.2277173,19.3248790,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
1878c414-ef3b-45f2-b16d-41b869fef5b3,-99.2276868,19.3247844,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
e9021d8f-9acd-4d0b-82de-1420f41cbd24,-99.2277003,19.3246494,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
2e5ddded-93b3-459f-b8ea-b87a398fd0bc,-99.2276909,19.3244696,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
d460d54b-ff2d-4c34-a850-a1e9d20611ce,-99.2278969,19.3244959,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
cf072136-6e94-43b6-8e5f-b6ba8d65ffea,-99.2279429,19.3246284,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
3990d4b6-2938-4ac1-9c89-7d5c55785248,-99.2279616,19.3245001,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
778231bb-09b6-4c09-8b8c-b46d6d640005,-99.2280533,19.3245842,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
4c653860-8709-4512-bc62-ca999395fec7,-99.2281592,19.3245013,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
3fc49c7c-8e3b-4433-bec5-b7ecca1077b6,-99.2283006,19.3245819,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
2a6cc74f-c63b-48b9-81f0-765cabd21b0b,-99.2283538,19.3244715,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
454959c6-15f7-4f40-9395-2620bb9afcf8,-99.2282601,19.3244277,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
167d2f99-c38b-44b2-b87b-126f467c9573,-99.2283590,19.3244310,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
a1b7d852-60be-44ef-94fa-5043f5c095d8,-99.2284075,19.3245182,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
a926c5f3-31f7-42f1-8c1c-3bc33bb252c7,-99.2284733,19.3244403,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
c7bb7fc1-2c1a-4224-8e2e-8d54efa5380a,-99.2283056,19.3243648,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
654675c3-fefa-462e-9fc1-9e47667d3778,-99.2276582,19.3254972,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
bc337261-d9d9-4ab1-90eb-1cfd56a5e369,-99.2276122,19.3253979,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
ff604af5-4695-41e8-9469-4576c317a409,-99.2276223,19.3252965,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
438acb49-b1a9-4682-9320-5e2eb400219c,-99.2275840,19.3251852,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
5c85aa6a-cb10-4674-bf3a-3affc3acbb35,-99.2275567,19.3251079,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
63ae83b6-d868-4881-891e-ba08ec3aa35c,-99.2275001,19.3249433,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
87b0ce48-8716-4213-90e1-d83aa0951bda,-99.2274752,19.3247510,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
b80ace41-d0ec-4ab9-90a2-45d6cecf0911,-99.2273147,19.3247485,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
e50f6cb0-3ddc-4593-bafd-8bd691dcb03f,-99.2272093,19.3246382,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
b1719924-b7cc-44a0-86fc-a42f70ef73dc,-99.2273849,19.3246258,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
0c5e4436-8ecb-449c-b3da-86960e6adb7e,-99.2273311,19.3245104,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
a28fc877-5621-4ff4-afad-810de99df97b,-99.2271912,19.3244746,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
999553c1-f46f-45c6-acbd-cd7a22de6e22,-99.2271101,19.3245392,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
88f37947-58b7-443f-b1c5-2d821b569595,-99.2273315,19.3243772,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
6ada4096-a93b-45a7-82f3-6809f77eab2f,-99.2275159,19.3243232,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
23da606a-eebe-4a77-a8ca-2fe8a19a5193,-99.2275596,19.3242098,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
e0917b84-61e7-4772-acdf-bdda7ba9c34c,-99.2277716,19.3242474,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
a22dfcbc-8ea9-45f8-b396-0c1f7b80d0a3,-99.2278666,19.3240638,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
fcf4a484-566d-4d18-b81d-87e6885b9afe,-99.2281407,19.3241630,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
4322198d-2209-4d13-81b0-c7e3eda57cc7,-99.2279589,19.3240808,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
9ed1b8ad-d288-434d-a786-b252f57ec4d8,-99.2280592,19.3240861,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
f9861504-067d-462e-9266-fe4375ee0db9,-99.2281487,19.3239617,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
952d9916-1b9f-4eb8-9dfe-27b0d9acb0a3,-99.2284906,19.3239280,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
92e6a5d5-b295-418c-b76f-61574303b671,-99.2284258,19.3238593,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
6df5bac5-ccec-494d-a5b6-a332d1172a7b,-99.2283952,19.3237008,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
0e22fa07-735d-4242-a776-44ce29469779,-99.2284403,19.3235543,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
2a569538-e0fb-4ce4-b655-c082c1ac3ae0,-99.2283755,19.3233998,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
7a2f1bd9-11a2-42cf-b750-7d5a4351d608,-99.2284141,19.3232034,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
583f24e5-4cb3-404f-8c93-acc617e474de,-99.2282759,19.3232871,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
6098860d-f07c-4e15-bde9-dab362b6ae6d,-99.2282382,19.3232106,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
b3aeafda-c696-45c7-9202-c44eb3ff44f4,-99.2284257,19.3229952,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
e94e4c8b-3a3d-4271-9df0-fd22c432eaa2,-99.2284542,19.3228309,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
931950c6-e3c9-480e-9589-d2fc6f294a1a,-99.2282802,19.3230574,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
c7158e5e-a68a-48b8-9f45-e30854f75974,-99.2281891,19.3230892,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
c2b117a4-f9be-4826-958e-980ca5f5d0ea,-99.2282236,19.3229232,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
fce09132-bdf2-4032-8217-f03e68182c37,-99.2281001,19.3229714,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
e3a5e0ea-c5fb-4119-bbbd-eb5c82b9f553,-99.2284280,19.3226615,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
085ea5a9-e1f2-480a-8978-5b8b766bbeb8,-99.2282818,19.3227662,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
ba0464b4-93d6-43ff-ae0f-c271b7b05570,-99.2282323,19.3226508,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
00fd0eee-5d4b-42b9-ae82-277afbfdc929,-99.2282558,19.3225772,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
2de904ea-2b23-4f75-864a-8570b34aaf1c,-99.2284419,19.3225222,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
4e39d8d0-1dec-4c90-9f7d-fb23e227aaa1,-99.2282082,19.3225274,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
f18ba2c7-9a86-48b4-a6f4-ea82c74e1d6f,-99.2281505,19.3225685,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
b3088e37-1811-4a84-a0df-4ef0aed74fd2,-99.2281600,19.3226278,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
6d1d8efb-6bed-4910-a3dc-d27be1b96327,-99.2281176,19.3225536,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
3fece90b-5e3d-4ef1-bff0-30db1f0a2186,-99.2279317,19.3226810,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
a2797393-c657-4ef5-8b63-5425eaaf6e5a,-99.2281400,19.3227465,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
ae753744-e318-4492-89a8-50fbfa52747f,-99.2279793,19.3230981,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
8af784f1-7f64-4ba4-8e86-ce253a9387b6,-99.2278154,19.3231448,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
4ff3378d-e004-487e-8e22-41a8e7661692,-99.2276948,19.3231890,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
b909ba07-2db3-4c1d-a37a-0e9f509c1a25,-99.2277464,19.3231746,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
2058a08a-61e1-472e-9e55-a7167e9b5ec0,-99.2276639,19.3230779,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
f33336b0-d55f-4e30-aac3-c014a418f195,-99.2275483,19.3231496,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
006325f4-fc5b-4cc3-a53f-06fb3203a7f9,-99.2274589,19.3231425,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
fae9d693-ed4f-41eb-9dfa-1c9d18b5049e,-99.2273810,19.3230787,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
f4d771ce-a24a-4bb2-aea0-76167ab15b35,-99.2275807,19.3230024,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
d6f159b0-628c-4eba-9b38-c30c8655ede1,-99.2274204,19.3233009,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
55941880-5ebe-4b05-b8fd-d05b1311f420,-99.2272475,19.3233473,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
c16066b3-9806-42d5-b879-52c38994f3a6,-99.2273338,19.3231745,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
2ba68bee-8b80-42bb-b521-8a962f1e152e,-99.2275506,19.3233754,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
b35b78e1-5049-4dda-b2da-547942d817ef,-99.2276698,19.3233761,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
b2e43f4f-2487-4e93-9502-eb4485887e4c,-99.2276945,19.3235531,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
0b6ee4eb-035e-4e6f-90bd-a37366c951f3,-99.2275955,19.3236898,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
40affe1f-dd45-4be5-a345-bb19f021f62e,-99.2274093,19.3237276,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
9ec5f246-3712-452b-b95c-fdf9b00eda53,-99.2278229,19.3236732,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
cfde5cd9-916a-4bfb-8bb2-3093fb477e34,-99.2278671,19.3235255,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
e3764e84-05e5-45ae-869b-2d76a7604b37,-99.2280689,19.3235733,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
fb6fc4c1-5d61-4f35-9ac3-d180febc8a31,-99.2280023,19.3233636,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
3314b885-31ae-441e-8019-68a64532e417,-99.2281482,19.3233214,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
a8e47c3a-3133-40f6-afd3-a40362564cf5,-99.2274160,19.3236391,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
1de6e5a1-49a9-4837-86ab-cabc43ce6d2c,-99.2273532,19.3235058,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
62ab1bac-eb6b-4ad2-abc4-ec195b661e15,-99.2273367,19.3229419,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
538f0bae-9126-41f7-97a7-2a8b1bb5563b,-99.2275440,19.3228595,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
b9298681-4104-4d68-90ad-f570702f3c11,-99.2275412,19.3227057,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
4b3bf363-c7bd-4a74-aa17-0bcf8962cdeb,-99.2271494,19.3227676,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
e68ffbbb-d87a-4b1d-912a-4cbcd7b604ec,-99.2270433,19.3228452,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
bcecad9a-15df-4fb8-8015-2623c2ef4995,-99.2269297,19.3229910,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
d106df38-2717-4601-a97e-555f586f3b48,-99.2268942,19.3231197,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
fb8463b4-ecb6-432a-aba5-d4354e4e1808,-99.2267282,19.3230294,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
9dafa81b-8f5a-436d-8dfd-3e9e838840a3,-99.2268045,19.3228656,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
83004f9b-5329-453a-8442-1b98a7f9de60,-99.2268830,19.3227745,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
179df43e-7bb8-40e8-8f73-4413f045cae7,-99.2267848,19.3227264,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
84bbfd19-37c4-4410-b12f-fe3b76b5cbb8,-99.2269919,19.3226659,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
478fb77a-c2aa-41bf-9b72-715176e706c2,-99.2270785,19.3225430,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
dd100727-0d05-4346-a9ea-1c6c20884265,-99.2268769,19.3225237,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
b7aec271-c2a9-46f7-a55a-17158fbcaa6f,-99.2267487,19.3225565,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
06ab6325-7835-4ae6-bba3-0920450e0b55,-99.2266961,19.3226983,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
4a51fc47-1a96-4bf6-974e-8557b1b8e2f5,-99.2266367,19.3226409,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
85c195df-756c-4b8e-a153-4272cbdd3ed6,-99.2266078,19.3228357,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
2b684b57-2a06-465a-abc5-93070bb4c92e,-99.2264577,19.3227787,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
5d66f2be-4c43-4192-8980-ad1b5606c3ca,-99.2263403,19.3228576,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
973bb65d-cb9e-452c-9378-ec24aab9976f,-99.2261989,19.3228719,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
a76f011f-2ad4-4a55-b964-70d6d1a12688,-99.2260655,19.3229375,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
6b85c3c7-f0b3-4fa5-8715-ac6d5fb0e2cc,-99.2260848,19.3227814,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
03faeca3-167d-4c01-b640-ea1c89d593cf,-99.2259175,19.3230328,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
310b70c4-7433-4c9f-95cf-a941fad714c6,-99.2262226,19.3225198,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
ac070b15-d1c7-4347-9f79-c018737c849b,-99.2261801,19.3225298,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
21bf462a-40a7-4db8-8139-63f1f0e60dd9,-99.2259786,19.3226772,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
cc0b12d5-f118-45b6-88c9-181bad5a60cd,-99.2255978,19.3226270,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
d0785aee-e94d-4f8a-b4b6-c70d9b39ef4f,-99.2257549,19.3228041,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
4a91ef1c-7c88-4dd4-aaf1-af648f1a42c5,-99.2256621,19.3228620,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
5c40a6df-a0f7-448f-a9d5-b182d9148ebe,-99.2257525,19.3230604,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
dc6c35c0-b89f-4d2e-a562-62e52d440979,-99.2255771,19.3230273,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
70274fa4-0e49-4e9c-adea-b4c0892747d2,-99.2257891,19.3232426,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
8b54e508-b524-4560-b7e5-8a53700aae47,-99.2257828,19.3234588,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
d84ab6f4-6111-49e8-a1ca-d8f3a5111f45,-99.2252895,19.3233361,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
ced80c6b-4b1c-4751-90d0-87cd99c514df,-99.2251440,19.3233750,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
6da31811-6a50-402c-9a09-5d6e1b2a00c5,-99.2250857,19.3232021,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
8cf63539-3bea-47a5-a050-ce2155d17b09,-99.2249980,19.3229892,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
531687ff-1d49-4ca7-a363-5823add2da79,-99.2250875,19.3226633,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
6098cc35-6024-49f3-a774-565d6fe79989,-99.2250112,19.3227787,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
81ff5e5c-087b-409e-89d6-190e640076bb,-99.2248108,19.3228299,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
3e6efd3b-7602-4c61-b5d8-62f56267432b,-99.2272110,19.3241163,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
cc6698ad-730c-4aad-b1f9-68e0226de59f,-99.2270472,19.3242656,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
164ca4c0-46da-4e95-9316-b6d34fd848fd,-99.2274739,19.3239404,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
64ab0470-b9d1-474a-8a19-3646c15eff38,-99.2271587,19.3238862,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
96e32cd1-e3dd-4610-9a71-4b061f09dfaf,-99.2271187,19.3235653,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
abe2c612-1114-4ca7-9497-ee42500c1cd7,-99.2269927,19.3232919,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
e06fc838-36a8-4e00-99dc-dc28a4f5cb35,-99.2269271,19.3233827,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
14b2f42b-c1f6-46ee-8136-751751b0f453,-99.2271548,19.3231751,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
e34aad4f-dd61-4acb-8132-0641cb66e288,-99.2271776,19.3230792,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
6e758b39-722a-4768-bcb5-161827c3acbc,-99.2272638,19.3231399,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
ab1b798c-c033-42d7-99d5-dcae7fe1ce6d,-99.2272809,19.3231871,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
31a75013-d11d-4487-8665-d28e23bcd63d,-99.2267259,19.3231919,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
07b841dd-822e-4049-841d-a0e027ce77c6,-99.2264534,19.3231401,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
c138fb99-6d1f-437d-b6d2-8df1b384bbfc,-99.2265345,19.3229937,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
2d1edda3-3099-4866-8ceb-aff925895dc7,-99.2263663,19.3230584,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
2115106a-116f-4cd4-a5f3-a588b307feea,-99.2262037,19.3231479,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
2bd6facd-5db0-4b51-abaa-bfe3fcd7d0f9,-99.2260339,19.3232209,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
4c5960ab-9f43-48c6-98ce-031d59ded074,-99.2261997,19.3232967,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
c2f793ab-859f-4f50-a2cf-0981c284c680,-99.2263579,19.3232354,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
fd27bbf7-3a93-4981-b2c5-3057bb48c50c,-99.2264247,19.3235165,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
9d80b507-95b3-456c-b488-c0b8ca7c7361,-99.2261862,19.3235202,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
a8797697-ba3f-4494-9c30-cf329243948f,-99.2262998,19.3236591,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
5372210e-7c6b-4510-9bf1-e0ab06bef72c,-99.2263176,19.3237726,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
5199fe15-1326-436e-a8ae-627bc5a6d5a1,-99.2266134,19.3237707,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
cf717cd7-380e-47c0-968a-86f5d6f2d934,-99.2265261,19.3240250,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
430768f1-5ca5-46ac-9bad-4d4c87420d4c,-99.2264797,19.3238504,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
6240b6f2-447c-4131-908b-30f28967560a,-99.2263287,19.3240601,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
a85d3d57-a25d-45e9-bf65-6d1a28b2dc85,-99.2261724,19.3240732,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
f20407a8-fbec-4313-bdb6-8578abf8ee10,-99.2263116,19.3242637,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
dedb43ca-6fea-407d-a103-694d2f493203,-99.2263079,19.3243881,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
fdbf666c-73ac-4c94-babf-c08d10d28ea2,-99.2266415,19.3242654,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
d53a9be8-f065-41e0-b2e3-0fdca4cd5f8d,-99.2258890,19.3238569,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
70fa5fe5-752d-458d-815c-018748e3a143,-99.2260064,19.3242913,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
aa850918-5d7e-459f-81e6-4078453b45a9,-99.2259694,19.3240633,no-damage,1.0,xbd_gt,mexico-earthquake_00000000
