uid,lon,lat,footprint_wkt,area_m2,damage_class,confidence,source,tile
1,36.8387918,37.3733276,"POLYGON ((36.83868910600006 37.373594344000026, 36.83926797000004 37.37338403600006, 36.839055716000075 37.37301354400006, 36.83881070600006 37.373127812000064, 36.83880010900003 37.373132145000056, 36.83855891500008 37.37321826600004, 36.83855730500005 37.37321884700003, 36.83825120900008 37.37332812600005, 36.83835521000003 37.37351670400005, 36.83856561300007 37.37347286200003, 36.83868910600006 37.373594344000026))",3046.7,no-damage,1.0,emsr648,AOI17
1,36.8374822,37.3749742,"POLYGON ((36.83785659800003 37.375216118000026, 36.83767839300003 37.37477671800008, 36.83760533100008 37.37459324800005, 36.837388995000026 37.374649540000064, 36.837464785000066 37.37487149000003, 36.837045362000026 37.37496216400007, 36.83713390500003 37.37520880000005, 36.837540131000026 37.37510893100006, 36.83759935100005 37.37523162200006, 36.83785659800003 37.375216118000026))",2576.5,no-damage,1.0,emsr648,AOI17
1,36.8547115,37.3754180,"POLYGON ((36.85515716000003 37.375728640000034, 36.85516700000005 37.37572829700008, 36.85517684000007 37.375728640000034, 36.85518660500003 37.37572966600004, 36.85519622100003 37.37573136800006, 36.855205615000045 37.375733731000025, 36.855214715000045 37.37573673900005, 36.85522345100003 37.37574036900003, 36.85523175800006 37.375744592000046, 36.85523957300006 37.375749377000034, 36.85524683400007 37.37575468800003, 36.85525348900006 37.37576048300008, 36.85525467300005 37.375761716000056, 36.85561970600003 37.37552570400004, 36.85573763200006 37.375319201000025, 36.85526949700005 37.374970921000056, 36.85473705000004 37.37530700900004, 36.85445454500007 37.374997861000054, 36.85422427900005 37.37478089000007, 36.85376064500008 37.37521282700004, 36.85451505100008 37.376065123000046, 36.85510325700005 37.37574403100007, 36.855110549000074 37.37574036900003, 36.85511928500006 37.37573673900005, 36.85512838500006 37.375733731000025, 36.855137779000074 37.37573136800006, 36.855147395000074 37.37572966600004, 36.85515716000003 37.375728640000034))",12312.2,no-damage,1.0,emsr648,AOI17
1,36.8522879,37.3755360,"POLYGON ((36.853032760000076 37.37542243300004, 36.85301593100007 37.37504923800003, 36.85232299000006 37.37508430300005, 36.85232330200006 37.37509000000006, 36.85232287200006 37.37509785300006, 36.85232158700006 37.375105646000065, 36.85231945500004 37.375113320000025, 36.852316493000046 37.37512081700004, 36.85231272400006 37.375128079000035, 36.852308176000065 37.37513505100003, 36.85230288400004 37.37514168100006, 36.85229688800007 37.37514791700005, 36.852290234000066 37.37515371200004, 36.85228297200007 37.37515902300004, 36.852275158000054 37.375163808000025, 36.852266851000024 37.375168031000044, 36.85225811400005 37.375171661000024, 36.85224901500004 37.375174669000046, 36.852239621000024 37.37517703200007, 36.852230005000024 37.37517873400003, 36.85222184400004 37.37517963800008, 36.85220582900007 37.37518094100005, 36.852191151000056 37.37547299900007, 36.85153116200007 37.375637092000034, 36.85150739100004 37.37585902600006, 36.85151329900003 37.37611845300006, 36.85180748100004 37.37602334200005, 36.85244099700003 37.37575090800004, 36.853032760000076 37.37542243300004))",7589.3,no-damage,1.0,emsr648,AOI17
1,36.8533138,37.3758189,"POLYGON ((36.85397283000003 37.37576487900003, 36.85359015300003 37.37533254500005, 36.85265647400007 37.37585081000003, 36.85305293600004 37.37631510600005, 36.85397283000003 37.37576487900003))",6130.8,no-damage,1.0,emsr648,AOI17
1,36.8384866,37.3754583,"POLYGON ((36.839744041000074 37.37587010900006, 36.83949622200004 37.37537816400004, 36.83893360600007 37.37426130500006, 36.838433388000055 37.37439597600007, 36.83842890000005 37.374397101000056, 36.83791337900004 37.37451704700004, 36.83782413500006 37.37454772900003, 36.837893407000024 37.37472168200003, 36.837968180000075 37.374906047000025, 36.83813859600008 37.37486950700003, 36.83819679100003 37.375027947000035, 36.83839593700003 37.37496005400004, 36.83855568600006 37.37532779900005, 36.83698452800007 37.37572826600007, 36.83714139600005 37.376196108000045, 36.837375149000025 37.37617177100003, 36.837435192000044 37.37626586400006, 36.83776831500006 37.37621473000007, 36.83792505800005 37.376374972000065, 36.839137048000055 37.37599654200005, 36.83921430700008 37.376124599000036, 36.83969696500003 37.375899471000025, 36.839744041000074 37.37587010900006))",28548.9,no-damage,1.0,emsr648,AOI17
1,36.8501681,37.3758715,"POLYGON ((36.85128190700004 37.37584832600004, 36.85134525900003 37.37525688200003, 36.85019371800007 37.37539992400008, 36.84940186600005 37.37549891400005, 36.84947868200004 37.375716976000035, 36.84881760800005 37.37584801700007, 36.848987400000055 37.37644126400005, 36.84898945600003 37.376447367000026, 36.85128871400008 37.37617374900003, 36.85128151600003 37.375857637000024, 36.85128149700006 37.375856000000056, 36.85128190700004 37.37584832600004))",19996.6,no-damage,1.0,emsr648,AOI17
1,36.8548000,37.3763544,"POLYGON ((36.85553904900007 37.37640041800006, 36.85513849600005 37.37594312500005, 36.85455074200007 37.376263969000036, 36.85454345200003 37.376267631000076, 36.85453471500006 37.376271261000056, 36.85452561500006 37.37627426900008, 36.85451622200003 37.37627663200004, 36.85450660600003 37.37627833400006, 36.854496840000024 37.37627936000007, 36.85448700000006 37.37627970300008, 36.854477160000044 37.37627936000007, 36.85446739400004 37.37627833400006, 36.85445777800004 37.37627663200004, 36.85444838500007 37.37627426900008, 36.85443928500007 37.376271261000056, 36.85443054800004 37.376267631000076, 36.854422241000066 37.37626340800006, 36.85441442700005 37.37625862300007, 36.854407165000055 37.376253312000074, 36.85440051100005 37.376247517000024, 36.85439478400008 37.37624158600005, 36.854183368000065 37.37600273600003, 36.85386166700005 37.37614357100006, 36.85416742100006 37.37642333600007, 36.854274830000065 37.376323945000024, 36.85479828100006 37.376828224000064, 36.85553904900007 37.37640041800006))",6509.6,no-damage,1.0,emsr648,AOI17
1,36.8583684,37.3765955,"POLYGON ((36.857796869000026 37.37697798100004, 36.858584681000025 37.37659285400008, 36.85871432300007 37.376762116000066, 36.858971892000056 37.37663563500007, 36.85858770400006 37.37620010100005, 36.85789301900007 37.376716058000056, 36.85788867300005 37.376719122000054, 36.857880289000036 37.37672422400004, 36.85767985800004 37.37683476300003, 36.857796869000026 37.37697798100004))",3426.0,no-damage,1.0,emsr648,AOI17
1,36.8515518,37.3768790,"POLYGON ((36.851813582000034 37.376734647000035, 36.85144324500004 37.37663495400005, 36.85131442200003 37.37706148900003, 36.85163798000008 37.37711062000005, 36.851813582000034 37.376734647000035))",1479.9,no-damage,1.0,emsr648,AOI17
1,36.8573703,37.3765753,"POLYGON ((36.85774517500005 37.376579691000074, 36.85845199600004 37.37605472100006, 36.85825230700004 37.37585708200004, 36.85789983900003 37.375984327000026, 36.85802947800005 37.37615358900007, 36.857659073000036 37.37630783000003, 36.85754131400006 37.37624608400006, 36.85731636600008 37.376350959000035, 36.85731667700003 37.37635134900006, 36.85732122600007 37.376358321000055, 36.857324995000056 37.37636558300005, 36.85732795700005 37.376373080000064, 36.857330088000026 37.376380754000024, 36.85733137400007 37.37638854700003, 36.85733180400007 37.37639640000003, 36.85733137400007 37.37640425300003, 36.85733008900007 37.37641204600004, 36.85732795700005 37.37641972000006, 36.857324995000056 37.37642721700007, 36.85732122600007 37.37643447900007, 36.857316678000075 37.37644145100006, 36.85731138500006 37.376448081000035, 36.85730538900003 37.376454317000025, 36.85729873500003 37.376460112000075, 36.85729147300003 37.376465422000024, 36.85728576100007 37.37646900400006, 36.85727977200003 37.376472285000034, 36.856311009000024 37.37696719100006, 36.856549296000026 37.37723922400005, 36.85774517500005 37.376579691000074))",7079.7,no-damage,1.0,emsr648,AOI17
1,36.8550606,37.3772987,"POLYGON ((36.85599277000006 37.37691841000003, 36.85586601800003 37.376773703000026, 36.85417414500006 37.37762829800005, 36.85431542200007 37.37779374300004, 36.85440810700004 37.37777085500005, 36.85599277000006 37.37691841000003))",3917.9,no-damage,1.0,emsr648,AOI17
1,36.8538056,37.3777089,"POLYGON ((36.85407405900003 37.37783109500003, 36.853807964000055 37.37751947700008, 36.85356604200007 37.377604656000074, 36.853744292000044 37.377869385000054, 36.85407405900003 37.37783109500003))",944.6,no-damage,1.0,emsr648,AOI17
1,36.8463758,37.3775449,"POLYGON ((36.84666210200004 37.377462894000075, 36.846602793000045 37.37722261500005, 36.84646961100003 37.377241911000056, 36.846435463000034 37.37717754400006, 36.84612475500006 37.37722494600007, 36.84628672100007 37.37802041300006, 36.84653640200003 37.37795456900005, 36.84647721400006 37.37749838000008, 36.84666210200004 37.377462894000075))",2677.2,no-damage,1.0,emsr648,AOI17
1,36.8553278,37.3776735,"POLYGON ((36.85625627100006 37.377219231000026, 36.85612216200008 37.377066128000024, 36.854520507000075 37.377927714000066, 36.85451385300007 37.37793103100006, 36.85450511600004 37.37793466100004, 36.85449601600004 37.37793766900006, 36.85449077700008 37.377939076000075, 36.85444843000005 37.37794953300005, 36.85467755600007 37.378217928000026, 36.85594622800005 37.37755641900003, 36.85587235400004 37.377408063000075, 36.85625627100006 37.377219231000026))",5660.9,no-damage,1.0,emsr648,AOI17
1,36.8589629,37.3777242,"POLYGON ((36.85987310100006 37.37749946100007, 36.85954505600006 37.37714269800006, 36.85807496700005 37.37793093700003, 36.85836095500008 37.37831660000006, 36.85987310100006 37.37749946100007))",7864.2,no-damage,1.0,emsr648,AOI17
1,36.8539102,37.3781869,"POLYGON ((36.854450936000035 37.378272534000075, 36.85421552200006 37.377996772000074, 36.853435672000046 37.378087322000056, 36.853525854000054 37.378375653000035, 36.854450936000035 37.378272534000075))",2518.6,no-damage,1.0,emsr648,AOI17
1,36.8612340,37.3773901,"POLYGON ((36.86130548400007 37.376381957000035, 36.86119720100004 37.376377035000075, 36.86100409000005 37.376428178000026, 36.85986758700005 37.37698136300003, 36.86121151000003 37.37845157100003, 36.86256582800007 37.377969216000054, 36.86187182900005 37.377155480000056, 36.86204258600003 37.37703457500004, 36.861404856000036 37.37638646800008, 36.86130548400007 37.376381957000035))",29413.3,no-damage,1.0,emsr648,AOI17
1,36.8527161,37.3783199,"POLYGON ((36.853300954000076 37.37840072500006, 36.853211087000034 37.37811339500007, 36.852159191000055 37.37823548800003, 36.85218579000008 37.378525051000054, 36.853300954000076 37.37840072500006))",3143.0,no-damage,1.0,emsr648,AOI17
1,36.8514166,37.3784874,"POLYGON ((36.85196166500003 37.378550036000036, 36.85194043300004 37.37831889500006, 36.851016515000026 37.378348095000035, 36.85091548100007 37.37875947900005, 36.851315071000045 37.37862516300004, 36.851320283000064 37.37862353100007, 36.851329677000024 37.37862116800005, 36.85133929400007 37.37861946600003, 36.85134328200007 37.378618964000054, 36.85196166500003 37.378550036000036))",2775.5,no-damage,1.0,emsr648,AOI17
1,36.8594987,37.3782644,"POLYGON ((36.86000006000006 37.37833654000008, 36.86000990000008 37.378336198000056, 36.86001974000004 37.37833654000008, 36.860029506000046 37.37833756600003, 36.860039122000046 37.37833926800005, 36.86004851600006 37.37834163100007, 36.86005761600006 37.378344639000034, 36.860066353000036 37.37834826900007, 36.860074661000056 37.37835249200003, 36.86008247500007 37.37835727700008, 36.86008973700007 37.37836258800007, 36.86009639200006 37.378368383000065, 36.86010238800003 37.378374619000056, 36.860107680000056 37.37838124900003, 36.86010952000004 37.378383893000034, 36.86011254700003 37.37838842100007, 36.86052905300005 37.378212819000055, 36.86000678900007 37.377644850000024, 36.858476164000024 37.37847197600007, 36.85877374700004 37.37887335100004, 36.85934814400008 37.378617664000046, 36.859349601000076 37.37861701000003, 36.85995344500003 37.37834826400007, 36.85995490500005 37.37834760900006, 36.85995976700008 37.378345644000035, 36.85996218400004 37.378344639000034, 36.85996255200007 37.37834451800006, 36.85996294500006 37.37834435900004, 36.85997128400004 37.37834163100007, 36.859980678000056 37.37833926800005, 36.859990294000056 37.37833756600003, 36.86000006000006 37.37833654000008))",10311.6,no-damage,1.0,emsr648,AOI17
1,36.8557881,37.3784789,"POLYGON ((36.85544979600007 37.37912155300006, 36.85693329900005 37.378326034000054, 36.856740960000025 37.37812127400008, 36.85604729600004 37.37834714300004, 36.85566305900005 37.377919329000065, 36.85480837100005 37.37836498000007, 36.855080919000045 37.37866004000006, 36.85575980700003 37.37829074900003, 36.85576694700006 37.37828716900003, 36.85577568400004 37.37828353900005, 36.855784784000036 37.37828053100003, 36.85579417800005 37.378278168000065, 36.85580379400005 37.378276466000045, 36.85581356000006 37.37827544000004, 36.85582340000008 37.378275098000074, 36.85583324000004 37.37827544000004, 36.85584300600004 37.378276466000045, 36.85585262200004 37.378278168000065, 36.85586201600006 37.37828053100003, 36.85587111600006 37.37828353900005, 36.85587985300003 37.37828716900003, 36.85588816100005 37.37829139200005, 36.85589597500007 37.37829617700004, 36.855903237000064 37.378301488000034, 36.85590989200006 37.37830728300003, 36.85591588800003 37.37831351900007, 36.85592118000005 37.37832014900005, 36.855925728000045 37.37832712100004, 36.85592949800008 37.37833438300004, 36.85593245900003 37.37834188000005, 36.85593459100005 37.37834955400007, 36.855935877000036 37.378357347000076, 36.855936307000036 37.378365200000076, 36.855935877000036 37.378373053000075, 36.85593459100005 37.37838084600003, 36.855932460000076 37.378388520000044, 36.85592949800008 37.37839601700006, 36.855925728000045 37.378403279000054, 36.85592118000005 37.37841025100005, 36.85591588800003 37.37841688100008, 36.85590989200006 37.37842311700007, 36.855903237000064 37.37842891200006, 36.85589597500007 37.37843422200007, 36.85588699400006 37.378439651000065, 36.85520748400006 37.37880928000004, 36.85544979600007 37.37912155300006))",9811.9,no-damage,1.0,emsr648,AOI17
